CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,TotalSpend,GroupId,GroupMemberId,Deck,RoomNum,RoomSide,GroupSize,HomePlanet_0.0,HomePlanet_1.0,HomePlanet_2.0,Destination_0.0,Destination_1.0,Destination_2.0
1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,64,1,5.0,14.0,1.0,2,False,False,True,True,False,False
1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,64,2,4.0,3.0,1.0,2,False,False,True,True,False,False
0.0,62.0,0.0,1.0,153.0,197.0,0.0,460.0,0,811.0,66,1,6.0,6.0,0.0,1,True,False,False,True,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,67,1,6.0,10.0,1.0,3,True,False,False,False,True,False
0.0,18.0,0.0,1.0,258.0,446.0,0.0,0.0,1,705.0,67,2,6.0,10.0,1.0,3,True,False,False,True,False,False
0.0,21.0,0.0,1946.0,37.0,0.0,0.0,24.0,0,2007.0,67,3,5.0,15.0,1.0,3,True,False,False,False,False,True
0.0,27.0,0.0,793.0,0.0,2.0,253.0,0.0,0,1048.0,68,1,4.0,4.0,1.0,1,False,False,True,True,False,False
0.0,42.0,0.0,887.0,0.0,9.0,6.0,0.0,1,902.0,69,1,5.0,16.0,1.0,1,True,False,False,True,False,False
0.0,19.0,0.0,190.0,0.0,5.0,1.0,726.0,0,922.0,70,1,5.0,13.0,0.0,1,True,False,False,True,False,False
0.0,17.0,0.0,16.0,2165.0,0.0,0.0,52.0,0,2233.0,71,1,5.0,14.0,0.0,1,True,False,False,True,False,False
0.0,14.0,0.0,0.0,1.0,0.0,0.0,1063.0,0,1064.0,72,1,5.0,17.0,1.0,1,True,False,False,True,False,False
0.0,37.0,0.0,46.0,83.0,738.0,0.0,12.0,0,879.0,73,1,3.0,3.0,0.0,1,False,False,True,False,True,False
0.0,42.0,0.0,1.0,8397.0,0.0,0.0,506.0,1,8904.0,74,1,2.0,3.0,1.0,1,False,True,False,True,False,False
0.0,27.0,0.0,147.0,0.0,1018.0,0.0,0.0,1,1165.0,76,1,5.0,18.0,1.0,1,False,False,True,True,False,False
0.0,28.0,0.0,14.0,0.0,1295.0,0.0,0.0,1,1309.0,77,1,5.0,15.0,0.0,1,False,False,True,True,False,False
0.0,38.0,0.0,0.0,5840.0,0.0,321.0,9654.0,0,15815.0,78,1,2.0,4.0,1.0,1,False,True,False,True,False,False
1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,81,1,6.0,13.0,1.0,1,True,False,False,True,False,False
0.0,42.0,0.0,7406.0,0.0,0.0,0.0,0.0,0,7406.0,82,1,5.0,16.0,0.0,3,False,False,True,True,False,False
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,82,2,5.0,16.0,0.0,3,False,False,True,True,False,False
0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,82,3,5.0,16.0,0.0,3,False,False,True,True,False,False
0.0,24.0,0.0,688.0,0.0,0.0,0.0,17.0,1,705.0,84,1,6.0,14.0,1.0,1,True,False,False,True,False,False
1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,85,1,2.0,5.0,1.0,1,False,True,False,True,False,False
0.0,43.0,0.0,211.0,0.0,0.0,638.0,513.0,0,1362.0,86,1,5.0,17.0,0.0,1,True,False,False,True,False,False
1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,88,1,4.0,5.0,1.0,1,False,False,True,False,True,False
1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,90,1,6.0,15.0,1.0,1,True,False,False,True,False,False
1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,91,1,6.0,16.0,1.0,2,True,False,False,True,False,False
0.0,27.0,0.0,1.0,697.0,31.0,188.0,0.0,0,917.0,91,2,5.0,20.0,1.0,2,True,False,False,True,False,False
0.0,19.0,0.0,0.0,0.0,670.0,1.0,34.0,0,705.0,92,1,6.0,9.0,0.0,3,True,False,False,True,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,92,2,6.0,9.0,0.0,3,True,False,False,True,False,False
1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,92,3,6.0,9.0,0.0,3,True,False,False,True,False,False
0.0,54.0,0.0,0.0,1208.0,0.0,3.0,637.0,0,1848.0,97,1,0.0,2.0,1.0,1,False,True,False,True,False,False
0.0,26.0,0.0,0.0,856.0,5.0,32.0,0.0,0,893.0,98,1,6.0,11.0,0.0,2,True,False,False,True,False,False
0.0,26.0,0.0,0.0,2811.0,957.0,0.0,87.0,1,3855.0,98,2,6.0,11.0,0.0,2,True,False,False,True,False,False
0.0,23.0,0.0,311.0,427.0,526.0,37.0,0.0,0,1301.0,99,1,5.0,19.0,0.0,2,True,False,False,False,True,False
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,99,2,6.0,12.0,0.0,2,True,False,False,True,False,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,101,1,0.0,0.0,0.0,1,False,False,True,True,False,False
0.0,18.0,0.0,0.0,0.0,0.0,830.0,91.0,0,921.0,102,1,5.0,23.0,1.0,1,True,False,False,True,False,False
0.0,24.0,0.0,0.0,1276.436476751801,0.0,0.0,17.0,1,1293.436476751801,103,1,5.0,24.0,1.0,3,True,False,False,True,False,False
1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,103,2,6.0,18.0,1.0,3,True,False,False,False,False,True
1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,103,3,6.0,18.0,1.0,3,True,False,False,True,False,False
0.0,27.0,0.0,0.0,0.0,570.0,2.0,131.0,0,703.0,105,1,5.0,21.0,0.0,1,True,False,False,True,False,False
0.0,21.0,0.0,1743.0,5.0,17.0,0.0,0.0,0,1765.0,107,1,3.0,2.0,1.0,1,False,False,True,True,False,False
1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,108,1,6.0,19.0,1.0,3,True,False,False,True,False,False
0.0,31.0,0.0,562.0,0.0,326.0,0.0,0.0,0,888.0,108,2,6.0,19.0,1.0,3,True,False,False,True,False,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,108,3,6.0,19.0,1.0,3,True,False,False,True,False,False
0.0,32.0,0.0,0.0,410.0,6.0,3929.0,764.0,0,5109.0,110,1,1.0,5.0,0.0,4,False,True,False,True,False,False
0.0,40.0,0.0,0.0,331.0,0.0,0.0,1687.0,0,2018.0,110,2,1.0,5.0,0.0,4,False,True,False,True,False,False
0.0,42.0,0.0,2209.0,11418.0,0.0,1868.0,445.0,1,15940.0,110,3,1.0,5.0,0.0,4,False,True,False,True,False,False
1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,110,4,1.0,5.0,0.0,4,False,True,False,True,False,False
1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,111,1,4.0,6.0,1.0,1,False,True,False,True,False,False
0.0,48.0,1.0,0.0,2537.0,87.0,17.0,13.0,1,2654.0,112,1,1.0,1.0,1.0,1,False,True,False,False,False,True
0.0,64.0,0.0,0.0,0.0,804.0,0.0,0.0,1,804.0,113,1,5.0,23.0,0.0,1,True,False,False,True,False,False
0.0,27.0,0.0,82.0,157.0,429.0,238.0,1.0,0,907.0,114,1,6.0,20.0,1.0,1,True,False,False,True,False,False
0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,115,1,5.0,24.0,0.0,1,False,False,True,True,False,False
0.0,33.0,0.0,1.0,2223.0,0.0,12.0,404.0,1,2640.0,116,1,3.0,4.0,0.0,1,False,True,False,True,False,False
0.0,39.0,0.0,0.0,2344.0,0.0,65.0,6898.0,0,9307.0,119,1,0.0,0.0,0.0,2,False,False,True,True,False,False
1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,119,2,0.0,0.0,0.0,2,False,True,False,True,False,False
1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,120,1,5.0,25.0,0.0,1,False,False,True,True,False,False
0.0,29.0,0.0,0.0,0.0,0.0,699.0,74.0,0,773.0,122,1,6.0,21.0,1.0,1,True,False,False,True,False,False
0.0,18.0,0.0,55.0,597.0,49.0,0.0,1.0,0,702.0,123,1,5.0,27.0,0.0,1,True,False,False,True,False,False
1.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,126,1,5.0,27.0,1.0,1,False,False,True,True,False,False
0.0,35.0,0.0,701.0,0.0,296.0,0.0,25.0,0,1022.0,127,1,4.0,7.0,1.0,1,False,False,True,True,False,False
0.0,61.0,1.0,2353.0,334.0,9.0,316.0,2.0,0,3014.0,128,1,3.0,3.0,1.0,2,False,False,True,True,False,False
0.0,45.0,0.0,2103.0,6.0,0.0,0.0,0.0,0,2109.0,128,2,4.0,8.0,1.0,2,False,False,True,True,False,False
1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,129,1,6.0,22.0,1.0,1,True,False,False,False,True,False
1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,133,1,5.0,29.0,1.0,2,False,False,True,True,False,False
0.0,36.0,0.0,2738.0,0.0,0.0,0.0,0.0,0,2738.0,133,2,3.0,5.0,1.0,2,False,False,True,True,False,False
0.0,19.0,0.0,0.0,14.0,730.0,0.0,0.0,1,744.0,134,1,6.0,17.0,0.0,1,True,False,False,True,False,False
0.0,47.0,0.0,97.0,418.0,126.0,25.0,55.0,0,721.0,136,1,6.0,23.0,1.0,1,True,False,False,False,True,False
1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,138,1,6.0,18.0,0.0,2,True,False,False,True,False,False
0.0,34.0,0.0,0.0,22.0,0.0,564.0,207.0,0,793.0,138,2,4.0,5.0,0.0,2,True,False,False,True,False,False
1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,139,1,2.0,6.0,1.0,1,False,True,False,False,False,True
1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,140,1,6.0,19.0,0.0,2,True,False,False,True,False,False
0.0,26.0,0.0,440.0,0.0,0.0,0.0,462.0,0,902.0,140,2,5.0,29.0,0.0,2,True,False,False,True,False,False
0.0,31.0,0.0,651.6323679727427,0.0,97.0,0.0,0.0,0,748.6323679727427,141,1,5.0,30.0,0.0,1,False,False,True,True,False,False
0.0,20.0,0.0,0.0,420.0,210.0,0.0,0.0,1,630.0,144,1,5.0,31.0,1.0,1,True,False,False,True,False,False
0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,146,1,6.0,25.0,1.0,1,True,False,False,True,False,False
1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,147,1,6.0,26.0,1.0,1,True,False,False,True,False,False
0.0,42.0,0.0,1072.0,0.0,10.0,0.0,76.0,0,1158.0,148,1,5.0,31.0,0.0,1,False,False,True,True,False,False
1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,149,1,6.0,27.0,1.0,1,True,False,False,False,False,True
1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,151,1,6.0,20.0,0.0,1,True,False,False,False,False,True
0.0,22.0,0.0,4119.0,0.0,0.0,0.0,61.0,0,4180.0,160,1,6.0,22.0,0.0,1,True,False,False,True,False,False
1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,163,1,1.0,8.0,0.0,2,False,True,False,True,False,False
1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,163,2,1.0,8.0,0.0,2,False,True,False,True,False,False
0.0,57.0,0.0,50.0,1688.0,0.0,831.0706214689266,135.0,1,2704.0706214689267,164,1,6.0,28.0,1.0,2,True,False,False,True,False,False
1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,164,2,6.0,28.0,1.0,2,True,False,False,False,True,False
1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,165,1,5.0,37.0,0.0,1,False,False,True,True,False,False
1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,167,1,5.0,35.0,1.0,2,False,False,True,True,False,False
0.0,27.0,0.0,1365.0,0.0,48.0,22.0,137.0,0,1572.0,167,2,5.0,35.0,1.0,2,False,False,True,True,False,False
1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,169,1,6.0,23.0,0.0,1,True,False,False,True,False,False
0.0,24.0,0.0,0.0,0.0,0.0,221.0,567.0,0,788.0,170,1,4.0,10.0,1.0,1,True,False,False,True,False,False
1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,171,1,6.0,30.0,1.0,1,True,False,False,False,True,False
1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,172,1,6.0,24.0,0.0,1,True,False,False,True,False,False
0.0,58.0,0.0,0.0,985.0,0.0,5.0,0.0,1,990.0,173,1,4.0,11.0,1.0,1,True,False,False,True,False,False
0.0,21.0,0.0,287.0,0.0,16.0,115.0,175.0,0,593.0,174,1,5.0,38.0,0.0,1,True,False,False,False,False,True
0.0,38.0,0.0,0.0,10346.0,1.0,14970.0,2111.0,0,27428.0,177,1,1.0,2.0,1.0,1,False,True,False,True,False,False
0.0,38.0,0.0,3414.0,0.0,161.0,28.0,119.0,0,3722.0,178,1,3.0,6.0,1.0,1,False,False,True,True,False,False
0.0,19.0,0.0,1.0,219.0,673.0,2.0,11.0,1,906.0,179,1,6.0,26.0,0.0,3,True,False,False,True,False,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,179,2,6.0,26.0,0.0,3,True,False,False,True,False,False
0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,179,3,6.0,26.0,0.0,3,True,False,False,True,False,False
0.0,20.0,0.0,0.0,0.0,3.0,299.0,92.0,0,394.0,181,1,6.0,27.0,0.0,1,True,False,False,True,False,False
1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,182,1,2.0,3.0,0.0,1,False,True,False,True,False,False
0.0,37.0,0.0,17.0,146.0,426.0,0.0,232.0,1,821.0,183,1,5.0,36.0,1.0,1,True,False,False,True,False,False
0.0,25.0,0.0,62.0,0.0,0.0,0.0,956.0,0,1018.0,186,1,6.0,28.0,0.0,1,True,False,False,True,False,False
1.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,188,1,6.0,31.0,1.0,1,True,False,False,True,False,False
0.0,49.0,0.0,84.0,3.0,401.0,202.0,98.0,0,788.0,189,1,4.0,8.0,0.0,1,True,False,False,False,False,True
1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,190,1,6.0,32.0,1.0,1,True,False,False,False,False,True
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,192,1,6.0,29.0,0.0,3,True,False,False,True,False,False
0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,192,2,6.0,29.0,0.0,3,True,False,False,True,False,False
0.0,39.0,0.0,0.0,0.0,10.0,898.0,0.0,0,908.0,192,3,6.0,29.0,0.0,3,True,False,False,True,False,False
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,193,1,5.0,41.0,0.0,3,False,False,True,True,False,False
0.0,23.0,0.0,651.6323679727427,0.0,8.0,1072.0,0.0,0,1731.6323679727427,193,2,5.0,41.0,0.0,3,False,False,True,True,False,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,193,3,5.0,41.0,0.0,3,False,False,True,True,False,False
0.0,39.0,0.0,406.0,0.0,867.0,0.0,0.0,1,1273.0,195,1,5.0,42.0,0.0,1,False,False,True,True,False,False
0.0,25.0,0.0,1052.0,0.0,719.0,0.0,7.0,0,1778.0,196,1,3.0,5.0,0.0,1,False,False,True,False,True,False
0.0,36.0,0.0,0.0,972.0,0.0,795.0,575.0,0,2342.0,197,1,2.0,5.0,0.0,1,False,True,False,True,False,False
0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,198,1,6.0,30.0,0.0,1,True,False,False,False,True,False
1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,199,1,6.0,33.0,1.0,1,True,False,False,True,False,False
1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,200,1,6.0,31.0,0.0,1,True,False,False,True,False,False
1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,201,1,1.0,3.0,1.0,2,False,True,False,True,False,False
1.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,201,2,1.0,3.0,1.0,2,False,True,False,True,False,False
1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,202,1,1.0,9.0,0.0,2,False,True,False,False,False,True
0.0,34.0,0.0,0.0,2433.0,508.6583850931677,878.0,443.0,1,4262.658385093167,202,2,0.0,2.0,0.0,2,False,True,False,False,False,True
1.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,203,1,2.0,8.0,1.0,1,False,True,False,True,False,False
0.0,29.0,0.0,0.0,2.0,66.0,0.0,705.0,0,773.0,205,1,6.0,34.0,1.0,1,True,False,False,True,False,False
0.0,33.0,0.0,2.0,1720.0,12.0,1125.0,122.0,1,2981.0,206,1,2.0,9.0,1.0,1,False,True,False,False,False,True
1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,207,1,6.0,32.0,0.0,1,True,False,False,False,True,False
0.0,29.0,0.0,902.0,1.0,137.0,0.0,0.0,1,1040.0,211,1,5.0,44.0,0.0,3,False,False,True,True,False,False
1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,211,2,5.0,44.0,0.0,3,False,False,True,True,False,False
0.0,17.0,0.0,848.0,0.0,307.0,182.0,0.0,0,1337.0,211,3,5.0,44.0,0.0,3,False,False,True,True,False,False
0.0,13.0,0.0,192.0,0.0,0.0,51.0,739.0,0,982.0,212,1,4.0,9.0,0.0,2,True,False,False,True,False,False
0.0,35.0,0.0,147.0,188.0,0.0,10.0,387.0,0,732.0,212,2,5.0,45.0,0.0,2,True,False,False,True,False,False
0.0,21.0,0.0,367.0,281.0,0.0,0.0,146.0,0,794.0,213,1,5.0,46.0,0.0,1,True,False,False,True,False,False
0.0,21.0,0.0,0.0,56.0,0.0,0.0,1918.0,0,1974.0,216,1,5.0,40.0,1.0,1,True,False,False,False,False,True
0.0,38.0,0.0,1517.0,0.0,0.0,27.0,0.0,0,1544.0,217,1,5.0,47.0,0.0,1,True,False,False,True,False,False
1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,219,1,6.0,36.0,0.0,1,True,False,False,True,False,False
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,220,1,6.0,37.0,0.0,7,True,False,False,True,False,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,220,2,6.0,37.0,0.0,7,True,False,False,True,False,False
1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,220,3,6.0,37.0,0.0,7,True,False,False,True,False,False
0.0,25.0,0.0,122.0,84.0,508.6583850931677,0.0,0.0,0,714.6583850931677,220,4,4.0,10.0,0.0,7,True,False,False,True,False,False
